Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open_Qty,Price,Extended Price,Item Cost ,Material_Cost,Material_OH_Cost,Resource_Cost,Overhead_Cost,OSP_Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4
YT442390,CPG 95L 60HZ 84SQFT 11 DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563833.0,1.0,2021-04-07,2021-04-07,2021-04-08,2021-06-01,2021-05-28,2021-06-01,1.0,57881.0,57881.0,54457.69412,45257.01586,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442390,CPG 95L 60HZ 84SQFT 11 DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563833.0,2.0,2021-04-07,2021-04-07,2021-04-08,2021-06-02,2021-06-02,2021-06-02,1.0,57881.0,57881.0,54457.69412,45257.01586,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442390,CPG 95L 60HZ 84SQFT 11 DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563833.0,4.0,2021-04-07,2021-04-07,2021-04-08,2021-06-03,2021-06-03,2021-06-03,1.0,57881.0,57881.0,54457.69412,45257.01586,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442390,CPG 95L 60HZ 84SQFT 11 DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563833.0,5.0,2021-04-07,2021-04-07,2021-04-08,2021-06-04,2021-06-03,2021-06-04,1.0,57881.0,57881.0,54457.69412,45257.01586,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442390,CPG 95L 60HZ 84SQFT 11 DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563879.0,6.0,2021-04-12,2021-04-12,2021-04-13,2021-06-15,2021-06-10,2021-06-15,1.0,57881.0,57881.0,54457.69412,45257.01586,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563303.0,6.0,2021-02-05,2021-02-05,2021-04-19,2021-04-16,2021-04-19,2021-04-20,1.0,59424.0,59424.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563365.0,1.0,2021-02-12,2021-02-12,2021-04-07,2021-04-19,2021-04-20,2021-04-20,2.0,59424.0,118848.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563365.0,2.0,2021-02-12,2021-02-12,2021-04-07,2021-04-20,2021-04-20,2021-04-20,2.0,59424.0,118848.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563365.0,3.0,2021-02-12,2021-02-12,2021-04-07,2021-04-21,2021-04-20,2021-04-20,1.0,59424.0,59424.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563431.0,1.0,2021-02-19,2021-02-19,2021-04-07,2021-04-26,2021-04-26,2021-04-26,2.0,59424.0,118848.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563365.0,4.0,2021-02-12,2021-02-12,2021-04-07,2021-04-22,2021-04-27,2021-04-27,2.0,59424.0,118848.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563365.0,5.0,2021-02-12,2021-02-12,2021-04-07,2021-04-23,2021-04-27,2021-04-27,2.0,59424.0,118848.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563431.0,2.0,2021-02-19,2021-02-19,2021-04-07,2021-04-27,2021-04-27,2021-04-27,2.0,59424.0,118848.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563431.0,3.0,2021-02-19,2021-02-19,2021-04-07,2021-04-28,2021-04-28,2021-04-28,2.0,59424.0,118848.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563431.0,4.0,2021-02-19,2021-02-19,2021-04-07,2021-04-29,2021-04-29,2021-04-29,1.0,59424.0,59424.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563431.0,5.0,2021-02-19,2021-02-19,2021-04-07,2021-04-30,2021-04-29,2021-04-30,2.0,59424.0,118848.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563486.0,1.0,2021-02-25,2021-02-25,2021-04-07,2021-05-03,2021-05-04,2021-05-04,1.0,59424.0,59424.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563689.0,1.0,2021-03-18,2021-03-18,2021-04-07,2021-05-24,2021-05-25,2021-05-25,1.0,59424.0,59424.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442393,CPG 95L 50HZ 84SQFT 11DEG - FINAL ASSEMBLY,4,YTS-DOMESTIC,563833.0,3.0,2021-04-07,2021-04-07,2021-04-08,2021-06-02,2021-06-02,2021-06-02,1.0,59424.0,59424.0,54795.78792,45595.10966,,1734.96054,7465.71756,0.00016,CUMMINS POWER GENERATION,DOCK DOORS 127-131,7033 CENTRAL AVENUE,"Fridley,MN 55432 - US",
YT442918-811,EMD T4 SD-70ACE LUBE OIL COOLER STD CRATE - FINAL ASSEMBLY,5,YTS-DOMESTIC,563907.0,1.0,2021-04-12,2021-04-12,2021-04-13,2021-06-25,2021-06-17,2021-06-18,1.0,5987.0,6686.0,6813.03564,3843.9908,,472.58329,2496.46155,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT443084-800,CAC ASY RH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563227.0,1.0,2021-01-28,2021-01-28,2021-04-01,2021-04-29,2021-04-23,2021-04-23,4.0,4536.0,22340.0,4151.603,2623.42586,,239.13303,1289.04411,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT443084-800,CAC ASY RH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563799.0,2.0,2021-04-01,2021-04-01,2021-04-01,2021-04-20,2021-05-06,2021-05-06,1.0,5585.0,5585.0,4151.603,2623.42586,,239.13303,1289.04411,,PROGRESS RAIL MANUFACTURING,425 INGERSOLL RAND ROAD,"MAYFIELD,KY 42066 - US",,
YT443084-800,CAC ASY RH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563293.0,1.0,2021-02-04,2021-02-04,2021-02-04,2021-05-24,2021-05-19,2021-05-19,1.0,4536.0,5200.0,4151.603,2623.42586,,239.13303,1289.04411,,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT443084-800,CAC ASY RH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563676.0,1.0,2021-03-17,2021-03-17,2021-03-23,2021-06-07,2021-06-03,2021-06-03,1.0,4536.0,5200.0,4151.603,2623.42586,,239.13303,1289.04411,,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT443084-800,CAC ASY RH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563676.0,2.0,2021-03-17,2021-03-17,2021-03-23,2021-06-14,2021-06-10,2021-06-10,1.0,4536.0,5200.0,4151.603,2623.42586,,239.13303,1289.04411,,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT443084-800,CAC ASY RH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563676.0,3.0,2021-03-17,2021-03-17,2021-03-23,2021-06-23,2021-06-17,2021-06-17,2.0,4536.0,10400.0,4151.603,2623.42586,,239.13303,1289.04411,,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT443085-800,CAC ASY LH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563327.0,1.0,2021-02-08,2021-02-08,2021-04-15,2021-05-10,2021-05-06,2021-05-06,1.0,4536.0,5585.0,4152.15226,2623.97512,,239.13303,1289.04411,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT443085-800,CAC ASY LH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563293.0,2.0,2021-02-04,2021-02-04,2021-02-04,2021-05-24,2021-05-19,2021-05-19,1.0,4536.0,5200.0,4152.15226,2623.97512,,239.13303,1289.04411,,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT443085-800,CAC ASY LH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563676.0,4.0,2021-03-17,2021-03-17,2021-03-23,2021-06-07,2021-06-03,2021-06-03,1.0,4536.0,5200.0,4152.15226,2623.97512,,239.13303,1289.04411,,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT443085-800,CAC ASY LH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563676.0,5.0,2021-03-17,2021-03-17,2021-03-23,2021-06-14,2021-06-10,2021-06-10,1.0,4536.0,5200.0,4152.15226,2623.97512,,239.13303,1289.04411,,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT443085-800,CAC ASY LH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563676.0,6.0,2021-03-17,2021-03-17,2021-03-23,2021-06-23,2021-06-17,2021-06-17,2.0,4536.0,10400.0,4152.15226,2623.97512,,239.13303,1289.04411,,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT443085-800,CAC ASY LH EMD 710 T2 W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563762.0,1.0,2021-03-29,2021-03-29,2021-04-01,2021-06-29,2021-06-24,2021-06-24,5.0,4536.0,27925.0,4152.15226,2623.97512,,239.13303,1289.04411,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT444343,CAT 3512C HD EP 1750KW 43C 50SQFT A-FRAME - FINAL ASSEMBLY,5,YTS-DOMESTIC,563881.0,2.0,2021-04-12,2021-04-12,2021-04-13,2021-09-16,2021-09-09,2021-09-14,1.0,22205.0,28249.0,28613.80914,21091.7104,,1404.4197,6117.67881,0.00023,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT444343,CAT 3512C HD EP 1750KW 43C 50SQFT A-FRAME - FINAL ASSEMBLY,5,YTS-DOMESTIC,563881.0,1.0,2021-04-12,2021-04-12,2021-04-13,2021-09-15,2021-09-09,2021-09-13,1.0,22205.0,28249.0,28613.80914,21091.7104,,1404.4197,6117.67881,0.00023,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT444343,CAT 3512C HD EP 1750KW 43C 50SQFT A-FRAME - FINAL ASSEMBLY,5,YTS-DOMESTIC,563881.0,5.0,2021-04-12,2021-04-12,2021-04-13,2021-09-21,2021-09-15,2021-09-17,1.0,22205.0,28249.0,28613.80914,21091.7104,,1404.4197,6117.67881,0.00023,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT444343,CAT 3512C HD EP 1750KW 43C 50SQFT A-FRAME - FINAL ASSEMBLY,5,YTS-DOMESTIC,563881.0,4.0,2021-04-12,2021-04-12,2021-04-13,2021-09-20,2021-09-15,2021-09-16,1.0,22205.0,28249.0,28613.80914,21091.7104,,1404.4197,6117.67881,0.00023,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT444343,CAT 3512C HD EP 1750KW 43C 50SQFT A-FRAME - FINAL ASSEMBLY,5,YTS-DOMESTIC,563881.0,3.0,2021-04-12,2021-04-12,2021-04-13,2021-09-17,2021-09-15,2021-09-15,1.0,22205.0,28249.0,28613.80914,21091.7104,,1404.4197,6117.67881,0.00023,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT444756-816-MOQ-100,BRACE A 1.25 6.34 .375,1,YTS-DOMESTIC,563942.0,1.0,2021-04-16,2021-04-16,2021-04-20,2021-05-12,2021-05-12,2021-05-12,101.0,21.0,2121.0,3.572,0.75556,,0.48928,2.32716,,PROGRESS RAIL LOCOMOTIVE INC.,603 S. 3RD AVENUE,"Marshalltown,IA 50158 - US",,
YT444757-816-MOQ-100,BRACE B 1.25 9.59 .375,1,YTS-DOMESTIC,563806.0,1.0,2021-04-01,2021-04-01,2021-04-06,2021-04-29,2021-04-27,2021-04-27,101.0,21.0,2121.0,4.03792,1.22148,,0.48928,2.32716,,PROGRESS RAIL LOCOMOTIVE INC.,603 S. 3RD AVENUE,"Marshalltown,IA 50158 - US",,
YT445255-800,CAC ASY LH EMD T2 12 CYL HD W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563850.0,1.0,2021-04-08,2021-04-08,2021-04-08,2021-06-09,2021-06-03,2021-06-03,1.0,7204.24,8313.24,5592.07737,2875.10288,,409.7795,2142.19499,165.0,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT445255-800,CAC ASY LH EMD T2 12 CYL HD W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563901.0,1.0,2021-04-12,2021-04-12,2021-04-13,2021-06-21,2021-06-17,2021-06-18,2.0,7204.24,16626.48,5592.07737,2875.10288,,409.7795,2142.19499,165.0,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT445255-800,CAC ASY LH EMD T2 12 CYL HD W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563250.0,1.0,2021-02-01,2021-02-01,2021-04-19,2021-07-28,2021-07-08,2021-07-23,2.0,7204.24,16626.48,5592.07737,2875.10288,,409.7795,2142.19499,165.0,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT445256-800,CAC ASY RH EMD T2 12 CYL HD W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563834.0,1.0,2021-04-07,2021-04-07,2021-04-08,2021-06-08,2021-06-03,2021-06-03,1.0,7162.24,8271.24,5612.63866,2903.87517,,409.13237,2134.63112,165.0,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT445256-800,CAC ASY RH EMD T2 12 CYL HD W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563902.0,1.0,2021-04-12,2021-04-12,2021-04-13,2021-06-11,2021-06-03,2021-06-04,1.0,7162.24,8271.24,5612.63866,2903.87517,,409.13237,2134.63112,165.0,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT445256-800,CAC ASY RH EMD T2 12 CYL HD W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563905.0,1.0,2021-04-12,2021-04-12,2021-04-13,2021-06-11,2021-06-03,2021-06-04,1.0,7162.24,8271.24,5612.63866,2903.87517,,409.13237,2134.63112,165.0,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT445256-800,CAC ASY RH EMD T2 12 CYL HD W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563906.0,1.0,2021-04-12,2021-04-12,2021-04-13,2021-06-11,2021-06-03,2021-06-04,1.0,7162.24,8271.24,5612.63866,2903.87517,,409.13237,2134.63112,165.0,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT445256-800,CAC ASY RH EMD T2 12 CYL HD W/RIBS STD PALLET - FINAL ASSEMBLY,9,YTS-DOMESTIC,563904.0,1.0,2021-04-12,2021-04-12,2021-04-13,2021-06-21,2021-06-10,2021-06-15,1.0,7162.24,8271.24,5612.63866,2903.87517,,409.13237,2134.63112,165.0,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,13.0,2020-08-25,2020-11-05,2021-04-01,2021-04-26,2021-04-22,2021-04-22,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,17.0,2020-08-25,2020-11-25,2021-04-01,2021-04-27,2021-04-23,2021-04-23,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,14.0,2020-08-25,2020-11-05,2021-04-01,2021-04-29,2021-04-27,2021-04-27,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,15.0,2020-08-25,2020-11-05,2021-04-01,2021-04-30,2021-04-28,2021-04-28,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,18.0,2020-08-25,2021-01-12,2021-04-01,2021-05-04,2021-04-30,2021-04-30,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,19.0,2020-08-25,2021-01-22,2021-04-01,2021-05-06,2021-05-04,2021-05-04,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,30.0,2020-08-25,2021-03-24,2021-04-05,2021-07-01,2021-06-29,2021-06-29,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,27.0,2020-08-25,2021-03-12,2021-04-01,2021-07-12,2021-07-08,2021-07-08,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,28.0,2020-08-25,2021-03-12,2021-04-01,2021-07-13,2021-07-08,2021-07-09,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,32.0,2020-08-25,2021-03-29,2021-04-01,2021-07-13,2021-07-08,2021-07-09,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,29.0,2020-08-25,2021-03-24,2021-04-01,2021-07-20,2021-07-15,2021-07-16,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445516,CAT C175-16 EP T4I 84SQFT VERT CAGE GD - FINAL ASSEMBLY,4,YTS-DOMESTIC,561984.0,33.0,2020-08-25,2021-04-05,2021-04-06,2021-07-23,2021-07-21,2021-07-21,1.0,46710.0,58654.0,48039.77478,38528.0323,,1782.61719,7729.12443,0.00086,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT445740-23-CAT-F-KIT,R1 - 2-3/16 BUSHING/KEY KIT 287-8587 02 CAT SHIPPING 1E0198F(KIT),1,YTS-DOMESTIC,563338.0,3.0,2021-02-10,2021-02-23,2021-02-25,2021-05-04,2021-04-29,2021-05-04,3.0,125.0,375.0,34.907,34.907,,0.0,,,CATERPILLAR INC,1627 VETERANS MEMORIAL PARKWAY EAST,DOCK 57,"Lafayette,IN 47905 - US",
YT445740-42-CAT-F-KIT,R1 - 2-3/16 BUSHING/KEY KIT 287-8583 02 CAT SHIPPING 1E0198F(KIT),1,YTS-DOMESTIC,563371.0,3.0,2021-02-15,2021-02-23,2021-02-25,2021-05-04,2021-04-29,2021-05-04,3.0,125.0,375.0,40.407,40.407,,0.0,,,CATERPILLAR INC,1627 VETERANS MEMORIAL PARKWAY EAST,DOCK 57,"Lafayette,IN 47905 - US",
YT446096,XF-302-ER-1P 40303582,T,YTS-DOMESTIC,563484.0,1.0,2021-02-25,2021-02-25,2021-04-01,2021-05-26,2021-05-20,2021-05-20,4.0,584.0,2564.0,767.12713,229.56245,,82.38126,405.68342,49.5,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
